HomeTeam,AwayTeam,FTR,AvgH,AvgD,AvgA,AvgMORE25,AvgCLESS25,FTHG,FTAG,HomeGoalsScoredHome,HomeGoalsConcededHome,AwayGoalsScoredAway,AwayGoalsConcededAway,APHH,APHA,APAH,APAA
Hamburg,Dortmund,A,7.0,4.75,1.44,1.53,2.46,0,3,1,2,3,0,1.5,1.5,3.0,2.0
Hertha,Leverkusen,H,3.3,3.4,2.2,1.84,1.96,2,1,3,1,2,6,2.0,0.5,2.0,0.0
Mainz,Hoffenheim,A,2.7,3.4,2.6,1.7,2.14,2,3,3,2,2,2,1.5,0.0,2.3333333333333335,1.0
Bayern Munich,Wolfsburg,D,1.14,8.5,19.0,1.31,3.41,2,2,7,1,1,1,3.0,2.0,0.6666666666666666,1.5
Dortmund,M'gladbach,H,1.44,4.75,7.0,1.39,2.95,6,1,7,0,4,4,3.0,2.3333333333333335,2.0,1.0
Hoffenheim,Schalke 04,H,2.2,3.5,3.25,1.76,2.07,2,0,4,1,2,2,2.3333333333333335,2.0,2.0,1.5
Mainz,Hertha,H,2.2,3.3,3.4,2.21,1.66,1,0,5,5,1,3,1.0,0.0,2.3333333333333335,0.5
RB Leipzig,Ein Frankfurt,H,1.7,3.8,5.0,1.81,2.0,2,1,6,3,2,0,2.0,1.0,0.0,2.3333333333333335
Stuttgart,Augsburg,D,2.1,3.4,3.6,1.92,1.88,0,0,2,0,2,2,3.0,0.0,2.3333333333333335,1.5
Werder Bremen,Freiburg,D,1.7,4.0,4.75,1.62,2.27,0,0,1,4,1,8,0.0,0.6666666666666666,1.0,0.0
Hannover,FC Koln,D,1.95,3.6,3.8,2.12,1.72,0,0,3,0,0,9,3.0,1.6666666666666667,0.0,0.0
